,escuela,sexo,edad,entorno,TamFam,EstPadres,PMedu,Mtrab,Ptrab,razon,tutor,TiempoViaje,TiempoEstudio,suspensos,apoyo,ApFam,academia,extras,enfermeria,EstSup,internet,pareja,RelFam,TiempoLib,SalAm,Alc,salud,faltas,asignatura,T1,T2,T3
682,BG,M,17,U,<4,J,2.0,otros,otros,cercania,padre,1,2.0,0,no,no,no,si,no,si,si,si,4.0,4,2,5,4,0,L,16,16,16
683,IC,F,17,R,>=4,J,2.0,casa,otros,optativas,madre,3,1.0,0,no,si,no,si,si,no,no,si,5.0,5,3,1,3,2,L,9,10,11
684,BG,M,16,U,<4,J,3.0,servicios,otros,reputacion,madre,1,2.0,0,no,si,no,si,si,si,si,no,5.0,4,2,1,5,6,L,12,12,13
685,BG,F,18,U,<4,J,1.0,otros,casa,cercania,madre,1,3.0,0,no,si,no,no,no,si,no,no,4.0,4,3,2,3,4,L,11,12,14
686,IC,M,20,U,<4,S,2.0,servicios,servicios,optativas,otros,1,2.0,2,no,si,si,no,si,si,no,no,5.0,5,4,4,4,11,M,9,9,9
687,BG,F,18,U,>=4,J,1.5,servicios,otros,reputacion,madre,1,2.0,3,no,si,no,si,si,no,si,si,5.0,4,5,2,5,10,L,10,9,8
688,BG,F,16,U,<4,J,2.0,servicios,servicios,optativas,madre,3,2.0,0,no,si,no,no,si,si,si,no,4.0,3,3,2,4,0,L,14,13,13
689,BG,F,21,U,<4,J,4.0,otros,otros,reputacion,otros,1,3.0,2,no,no,si,si,si,si,si,no,3.0,3,2,1,5,0,L,9,12,12
690,IC,M,17,U,>=4,J,1.0,casa,servicios,otros,madre,3,2.0,0,no,no,no,no,si,si,si,si,5.0,1,3,3,1,0,L,10,10,10
691,BG,F,15,U,<4,S,3.5,otros,otros,cercania,madre,1,2.0,0,si,no,no,si,si,si,si,si,5.0,3,2,1,1,0,M,7,10,11
692,BG,F,19,U,<4,J,1.0,casa,otros,reputacion,otros,1,2.0,1,si,si,no,si,no,si,si,no,4.0,4,3,2,3,18,M,12,10,10
693,BG,F,16,U,<4,J,2.0,casa,otros,optativas,madre,1,2.0,0,no,si,no,no,si,si,no,no,4.0,3,4,1,2,6,L,13,11,11
694,IC,M,15,U,>=4,J,2.0,sanidad,otros,reputacion,madre,3,1.0,0,no,no,no,no,si,si,no,no,4.0,3,3,1,4,0,L,13,12,13
695,BG,F,17,U,<4,J,3.0,docencia,servicios,reputacion,madre,1,4.0,0,no,si,no,si,si,si,si,no,4.0,2,3,1,4,2,L,14,15,17
696,IC,M,18,R,>=4,J,2.5,otros,otros,cercania,padre,2,1.0,1,no,no,si,no,si,si,no,no,5.0,4,3,4,3,0,L,7,7,0
697,BG,M,16,R,>=4,J,3.0,docencia,servicios,otros,madre,1,1.0,0,no,si,no,si,si,si,si,si,4.0,3,3,3,3,10,M,10,8,9
698,BG,M,15,U,>=4,J,4.0,sanidad,servicios,cercania,madre,1,2.0,0,no,si,si,no,no,si,si,no,5.0,4,2,3,5,0,L,10,11,11
699,BG,M,16,U,>=4,J,3.0,servicios,otros,cercania,madre,1,2.0,0,no,no,no,si,si,si,si,si,4.0,2,3,1,3,0,L,11,12,13
700,BG,M,15,R,>=4,J,3.5,casa,docencia,optativas,madre,4,2.0,0,no,si,no,no,si,si,no,si,5.0,3,3,1,5,0,M,9,0,0
701,BG,F,17,U,<4,J,3.5,sanidad,otros,reputacion,padre,1,2.0,0,no,no,no,si,si,si,si,si,3.0,2,3,1,3,14,M,13,13,14
702,BG,F,16,U,<4,J,2.5,otros,otros,cercania,padre,1,2.0,0,si,si,no,no,si,si,no,no,3.0,3,3,2,2,0,L,12,13,12
703,IC,M,15,R,>=4,J,2.5,otros,servicios,optativas,madre,3,2.0,0,no,si,no,si,si,si,no,no,5.0,5,5,2,5,11,L,9,11,10
704,BG,M,16,U,>=4,J,2.0,otros,otros,reputacion,padre,2,4.0,0,no,si,no,no,si,si,si,no,4.0,3,2,1,5,2,L,13,11,11
705,BG,F,17,U,<4,J,3.0,otros,otros,reputacion,madre,1,2.0,0,no,si,no,si,si,si,si,si,5.0,3,3,2,1,32,L,14,13,14
706,BG,F,17,U,>=4,J,2.0,casa,otros,optativas,madre,1,2.0,0,si,no,no,no,no,si,no,si,4.0,3,2,1,4,10,L,10,9,10
707,IC,F,17,R,>=4,J,1.0,otros,otros,otros,padre,1,1.0,1,no,si,no,no,no,no,si,no,5.0,4,4,2,5,0,L,6,6,7
708,BG,F,17,U,>=4,J,3.0,sanidad,servicios,reputacion,madre,1,3.0,0,no,si,si,no,si,si,si,no,4.0,2,2,1,3,0,M,15,15,15
709,BG,F,16,U,>=4,J,2.5,servicios,servicios,optativas,madre,1,2.0,0,no,no,no,no,si,si,si,no,4.0,3,3,1,2,10,M,11,12,13
710,IC,F,17,R,<4,S,2.0,otros,casa,optativas,otros,2,2.0,0,no,si,si,no,si,no,no,no,4.0,2,3,1,3,5,L,8,7,8
711,BG,F,15,R,<4,J,2.0,otros,otros,reputacion,padre,2,4.0,0,no,si,no,no,no,si,si,no,4.0,4,2,2,3,6,L,15,15,15
712,IC,F,17,R,>=4,J,1.0,otros,servicios,reputacion,madre,3,1.0,1,no,si,no,no,si,si,si,si,5.0,2,1,1,1,0,L,8,8,9
713,BG,M,16,R,>=4,J,3.0,docencia,servicios,otros,madre,1,1.0,0,no,si,no,si,si,si,si,si,4.0,3,3,3,3,8,L,10,9,11
714,BG,M,18,U,<4,J,2.0,servicios,servicios,optativas,madre,2,1.0,0,no,no,no,si,si,si,si,si,3.0,3,4,4,4,2,L,11,11,12
715,IC,F,17,U,>=4,J,2.0,otros,casa,cercania,madre,1,3.0,0,no,no,no,si,si,si,no,si,3.0,4,3,1,3,8,L,10,11,12
716,BG,F,17,U,>=4,J,3.0,otros,otros,reputacion,madre,2,3.0,0,no,si,no,no,si,si,si,no,4.0,3,3,1,3,0,L,16,16,16
717,BG,M,15,U,<4,J,3.0,docencia,otros,optativas,madre,1,1.0,0,no,no,no,no,si,si,si,no,3.0,5,2,1,3,10,L,18,17,18
718,IC,F,18,U,<4,J,2.0,docencia,servicios,optativas,madre,1,2.0,0,no,si,si,no,si,si,si,no,4.0,3,4,1,1,0,M,7,9,8
719,BG,F,18,U,>=4,J,3.5,otros,otros,reputacion,padre,1,4.0,0,no,si,si,no,si,si,si,no,4.0,3,3,1,3,0,M,14,13,14
720,BG,F,16,U,>=4,S,2.0,otros,otros,otros,madre,1,2.0,0,no,no,no,si,si,si,si,si,5.0,3,4,1,2,2,L,12,13,12
721,BG,F,17,U,>=4,J,3.0,docencia,docencia,optativas,madre,2,3.0,0,no,si,no,no,no,si,si,si,4.0,3,3,1,4,4,L,15,14,15
722,BG,M,16,U,>=4,J,1.5,servicios,servicios,otros,madre,1,1.0,0,no,si,si,si,si,si,si,si,3.0,3,3,1,3,2,M,11,12,11
723,BG,F,18,U,>=4,S,2.5,otros,servicios,optativas,otros,1,3.0,0,no,si,no,si,no,si,si,si,4.0,3,3,4,5,10,L,12,11,11
724,BG,M,16,U,>=4,J,3.5,otros,otros,optativas,padre,3,1.0,1,no,si,no,si,no,si,si,no,3.0,4,5,3,2,4,L,9,9,10
725,BG,M,17,U,>=4,J,2.5,otros,otros,optativas,padre,2,1.0,0,no,no,no,no,si,si,si,no,5.0,2,2,1,2,4,M,12,12,13
726,IC,F,19,U,>=4,J,1.0,casa,servicios,optativas,madre,1,3.0,1,no,no,no,si,si,no,no,si,5.0,3,1,1,3,6,L,7,9,9
727,BG,F,17,U,>=4,J,2.0,otros,otros,optativas,madre,1,2.0,0,no,si,no,no,si,si,no,si,4.0,2,2,1,3,12,M,11,9,9
728,BG,F,18,U,>=4,J,3.0,servicios,servicios,cercania,madre,1,2.0,0,no,no,no,si,si,si,si,no,5.0,3,4,1,4,8,L,10,11,12
729,BG,F,17,U,>=4,J,4.0,docencia,servicios,optativas,madre,1,3.0,0,no,si,si,si,si,si,si,no,5.0,4,4,2,4,7,M,10,9,9
730,BG,M,16,U,>=4,J,3.5,sanidad,servicios,reputacion,madre,1,4.0,0,no,no,no,si,si,si,si,no,4.0,2,2,1,2,4,M,19,19,20
731,BG,F,17,R,>=4,J,3.0,casa,otros,optativas,padre,1,3.0,0,no,si,no,no,si,si,si,si,4.0,4,3,1,5,0,L,15,15,15
732,IC,F,15,R,>=4,J,3.0,docencia,otros,optativas,madre,2,1.0,0,no,no,no,no,si,si,si,si,1.0,5,1,4,5,0,L,13,14,14
733,BG,M,15,U,<4,J,3.5,docencia,servicios,cercania,madre,1,3.0,0,no,si,no,si,si,si,si,no,5.0,4,3,1,4,2,M,15,16,18
734,BG,F,18,U,>=4,J,2.0,casa,servicios,cercania,madre,1,3.0,0,no,si,no,si,si,si,si,si,4.0,3,3,1,3,0,L,11,12,13
735,BG,F,17,U,>=4,J,2.5,casa,otros,cercania,padre,2,1.0,0,no,si,si,no,si,si,no,no,3.0,3,3,2,3,3,M,7,7,8
736,IC,F,18,R,>=4,J,4.0,otros,docencia,otros,padre,3,2.0,0,no,si,no,no,no,si,si,si,3.0,2,2,3,5,0,L,7,5,0
737,IC,M,16,R,>=4,J,2.0,servicios,servicios,optativas,madre,2,1.0,0,no,si,no,si,si,si,si,si,5.0,4,3,3,4,6,L,7,8,8
738,BG,F,17,R,>=4,J,3.0,otros,otros,optativas,madre,1,3.0,0,no,si,no,si,si,si,si,no,4.0,3,4,2,5,2,L,11,12,14
739,IC,F,18,U,<4,J,1.0,otros,casa,reputacion,madre,2,2.0,0,si,no,no,no,si,si,no,no,2.0,3,5,2,3,8,L,9,8,10
740,BG,M,16,U,<4,J,1.0,otros,otros,cercania,madre,2,2.0,0,no,si,no,no,si,si,si,no,3.0,4,2,1,5,2,L,9,9,9
741,BG,M,16,U,>=4,J,4.0,docencia,docencia,optativas,madre,1,1.0,0,no,si,no,no,si,no,si,si,3.0,3,2,1,5,0,M,7,6,0
742,BG,F,15,R,>=4,J,2.0,casa,otros,reputacion,madre,1,1.0,0,si,si,si,si,si,si,no,no,4.0,3,1,1,2,8,M,14,13,13
743,BG,M,16,U,>=4,J,4.0,servicios,docencia,otros,padre,1,3.0,0,no,si,no,si,si,si,si,si,4.0,4,3,1,4,0,L,16,16,16
744,IC,F,18,R,>=4,J,2.5,casa,otros,optativas,madre,3,2.0,1,no,no,no,si,si,si,no,si,4.0,3,3,1,4,0,L,9,0,0
745,IC,F,17,U,>=4,J,3.0,otros,otros,optativas,madre,2,2.0,0,no,si,no,no,si,si,si,no,4.0,3,3,1,4,0,L,17,18,18
746,BG,F,18,U,>=4,J,4.0,sanidad,sanidad,reputacion,padre,1,2.0,1,si,si,no,si,si,si,si,si,2.0,4,4,1,4,2,L,14,12,13
747,IC,M,18,R,>=4,J,2.5,otros,otros,optativas,madre,2,1.0,0,no,si,no,no,no,si,si,no,2.0,5,5,5,5,8,L,9,10,11
748,IC,M,18,R,<4,J,2.5,servicios,otros,optativas,madre,3,1.0,0,no,no,no,no,no,si,si,no,4.0,4,1,3,5,0,M,11,12,10
749,BG,M,15,U,<4,J,2.0,servicios,servicios,cercania,madre,2,2.0,0,no,no,si,si,si,si,si,no,5.0,3,3,2,4,2,L,13,12,13
750,IC,F,16,U,<4,J,1.5,otros,servicios,otros,madre,1,2.0,0,no,no,no,no,si,si,si,si,3.0,2,2,1,3,0,L,14,15,16
751,BG,F,15,R,>=4,J,3.5,servicios,docencia,optativas,padre,2,3.0,2,no,si,no,no,si,si,si,si,4.0,2,2,2,5,0,M,12,0,0
752,BG,F,17,U,>=4,J,3.0,servicios,servicios,reputacion,padre,1,2.0,0,no,si,no,si,si,si,no,no,5.0,4,2,2,5,0,M,16,17,17
753,IC,F,18,R,>=4,J,2.0,otros,otros,otros,madre,2,2.0,1,no,no,no,no,si,no,si,si,5.0,5,5,1,3,0,L,8,6,0
754,BG,M,16,R,>=4,J,3.5,servicios,otros,reputacion,madre,2,1.0,0,si,si,no,si,no,si,si,no,3.0,3,3,1,4,2,M,11,15,15
755,BG,F,16,U,>=4,J,2.0,otros,otros,cercania,madre,1,2.0,0,no,no,si,no,si,si,si,si,5.0,4,4,1,5,0,M,8,7,8
756,IC,F,16,R,<4,J,1.0,casa,otros,optativas,padre,3,2.0,0,no,si,no,no,si,si,no,no,5.0,3,2,1,1,0,L,16,17,18
757,BG,M,17,U,>=4,J,2.0,servicios,otros,otros,madre,1,2.0,0,no,no,no,si,si,si,si,si,5.0,4,4,3,5,0,L,11,11,14
758,IC,F,15,R,<4,J,1.0,casa,otros,optativas,madre,2,1.0,0,no,si,no,no,si,no,no,si,5.0,2,1,2,4,0,L,9,10,9
759,BG,F,17,U,<4,J,1.0,casa,casa,cercania,padre,2,3.0,0,no,no,no,no,si,si,si,no,3.0,3,3,2,2,0,M,16,15,15
760,IC,F,18,R,<4,J,4.0,otros,otros,reputacion,madre,2,3.0,0,no,no,no,no,si,si,si,no,5.0,4,4,1,1,0,L,15,17,17
761,BG,F,16,R,>=4,J,2.0,servicios,servicios,reputacion,madre,2,4.0,0,no,si,no,si,no,si,si,no,5.0,3,5,1,5,6,L,13,13,13
762,IC,F,18,R,>=4,J,4.0,otros,docencia,otros,padre,3,2.0,0,no,si,si,no,no,si,si,si,3.0,2,2,3,5,10,M,14,12,11
763,BG,M,17,U,>=4,J,3.0,sanidad,otros,cercania,madre,1,1.0,0,no,si,si,no,si,si,si,no,4.0,4,3,2,5,4,M,14,12,11
764,BG,M,16,U,<4,J,3.0,docencia,otros,optativas,madre,1,2.0,0,no,no,no,si,si,si,si,no,4.0,5,1,2,5,0,L,12,13,14
765,IC,M,17,U,>=4,J,2.5,otros,servicios,cercania,padre,2,2.0,0,no,no,no,si,si,si,si,no,4.0,4,3,1,3,2,M,11,11,10
766,BG,F,15,U,<4,S,3.0,otros,otros,otros,madre,1,1.0,0,no,no,si,no,si,si,si,no,5.0,3,4,4,1,6,M,10,13,13
767,BG,F,17,U,<4,S,1.5,otros,otros,optativas,madre,3,1.0,0,no,si,no,no,si,si,si,no,3.0,2,2,1,5,8,L,11,10,11
768,BG,F,17,R,>=4,J,3.0,docencia,docencia,optativas,madre,1,1.0,0,no,no,no,si,si,si,si,no,4.0,4,4,1,5,2,L,15,16,17
769,BG,F,18,R,>=4,J,2.0,otros,otros,reputacion,madre,1,2.0,0,no,no,no,si,si,si,si,si,5.0,3,3,1,4,4,L,8,8,8
770,IC,F,18,U,>=4,J,3.0,otros,otros,cercania,madre,1,2.0,0,no,no,no,no,si,si,si,si,4.0,1,3,1,1,1,L,16,16,16
771,IC,M,19,U,>=4,J,2.5,casa,servicios,optativas,madre,2,1.0,3,no,no,no,si,si,si,no,no,3.0,2,1,1,3,4,L,6,11,9
772,BG,F,18,U,>=4,J,3.0,casa,otros,optativas,madre,1,3.0,0,no,si,no,no,si,si,si,no,4.0,3,3,1,3,0,L,11,12,14
773,IC,M,16,U,>=4,J,4.0,otros,docencia,optativas,padre,1,2.0,0,no,si,no,si,si,si,no,si,4.0,3,1,1,3,0,L,13,12,13
774,BG,F,17,R,>=4,J,1.5,casa,servicios,reputacion,madre,2,2.0,0,no,si,no,si,si,si,si,no,4.0,2,5,1,5,2,M,6,6,6
775,BG,F,17,U,>=4,S,3.5,servicios,servicios,optativas,madre,1,2.0,0,no,si,no,no,si,si,si,si,5.0,2,2,1,5,14,L,15,14,17
776,BG,F,17,U,>=4,S,3.0,sanidad,otros,reputacion,madre,1,2.0,0,no,si,no,no,no,si,si,si,3.0,3,3,2,3,6,M,8,7,9
777,IC,M,18,U,>=4,J,4.0,docencia,docencia,cercania,padre,1,2.0,0,no,no,no,si,no,si,si,no,3.0,2,4,2,2,4,L,17,18,19
778,BG,F,18,U,>=4,J,2.5,otros,servicios,reputacion,padre,1,4.0,0,no,si,no,si,si,si,si,si,4.0,5,5,2,2,10,L,16,16,16
779,BG,M,20,U,>=4,S,2.5,servicios,otros,optativas,otros,1,1.0,2,no,no,no,si,si,si,no,no,5.0,5,3,1,5,0,L,14,15,15
780,BG,F,15,U,>=4,J,4.0,servicios,docencia,otros,padre,1,2.0,1,si,si,no,si,no,si,si,no,4.0,4,4,1,3,2,M,7,7,7
781,BG,F,18,U,>=4,J,2.5,otros,servicios,otros,madre,1,3.0,0,no,no,no,no,si,si,si,si,5.0,4,3,2,1,7,M,13,13,14
782,IC,F,16,U,<4,S,2.0,casa,otros,reputacion,madre,2,4.0,0,no,no,no,si,no,no,no,si,1.0,2,1,1,1,4,L,10,9,11
783,BG,M,16,R,>=4,J,2.0,casa,otros,optativas,madre,3,1.0,0,no,no,no,no,no,si,no,no,4.0,2,2,1,3,2,M,17,15,15
784,IC,F,18,U,>=4,J,3.0,servicios,servicios,otros,madre,2,2.0,0,no,si,no,no,si,si,si,si,4.0,3,2,2,3,0,M,11,11,10
785,BG,F,17,R,<4,S,2.5,otros,otros,optativas,otros,4,1.0,1,no,si,no,no,si,si,si,no,5.0,5,4,1,5,14,L,9,9,8
786,BG,M,16,U,>=4,J,3.0,otros,servicios,optativas,padre,1,2.0,1,no,si,si,no,si,si,si,si,4.0,5,5,4,5,4,M,10,12,12
787,BG,M,15,R,>=4,J,4.0,otros,otros,cercania,padre,4,4.0,0,no,si,si,si,si,si,si,si,1.0,3,5,4,1,6,M,10,13,13
788,BG,F,18,U,>=4,J,1.5,servicios,otros,optativas,madre,2,2.0,0,no,si,no,si,si,si,si,no,5.0,3,3,1,1,2,L,12,12,15
789,BG,F,20,R,>=4,J,1.0,otros,otros,reputacion,otros,2,3.0,0,no,no,no,no,si,si,si,si,3.0,2,2,2,3,8,L,11,15,15
790,IC,F,16,U,>=4,J,3.0,otros,otros,reputacion,madre,1,1.0,0,no,no,no,si,si,no,si,si,4.0,5,4,1,4,0,L,14,13,13
791,IC,F,17,U,<4,J,1.0,otros,servicios,optativas,padre,1,3.0,0,no,si,no,no,si,si,no,si,4.0,3,3,1,3,0,L,11,11,10
792,IC,F,19,R,>=4,J,2.5,servicios,otros,optativas,madre,1,3.0,1,no,no,no,si,no,si,si,no,5.0,4,2,1,5,4,L,10,11,10
793,IC,M,16,R,>=4,J,1.5,otros,servicios,reputacion,madre,2,2.0,0,no,no,no,si,si,si,si,no,5.0,2,1,1,2,0,L,8,7,0
794,BG,M,16,U,<4,J,2.0,otros,otros,reputacion,madre,2,2.0,0,no,si,no,si,si,si,si,no,5.0,4,4,3,5,0,M,13,13,12
795,BG,F,18,R,>=4,S,2.5,otros,servicios,cercania,madre,2,2.0,0,no,no,no,no,no,no,si,si,4.0,1,1,1,5,15,L,12,9,10
796,BG,F,17,U,>=4,J,2.5,servicios,servicios,optativas,padre,1,3.0,0,no,si,no,no,no,si,si,no,3.0,4,3,2,5,0,L,17,18,17
797,BG,M,18,R,>=4,J,2.5,otros,otros,optativas,madre,1,3.0,0,no,no,no,si,no,si,no,no,5.0,3,2,1,3,2,L,10,11,12
798,BG,F,18,R,>=4,J,2.0,casa,otros,optativas,madre,2,4.0,0,no,no,no,si,si,si,no,no,4.0,4,4,1,4,0,M,10,9,0
799,IC,M,17,U,>=4,J,3.5,servicios,otros,otros,madre,1,2.0,1,no,si,no,si,no,si,si,si,5.0,4,4,3,5,8,L,8,9,8
800,BG,F,17,U,>=4,J,3.0,sanidad,otros,reputacion,madre,1,3.0,0,no,si,no,si,si,si,si,si,4.0,4,3,2,4,0,L,11,12,13
801,BG,F,17,U,>=4,J,2.5,otros,otros,cercania,madre,1,2.0,0,no,si,si,no,si,si,si,si,4.0,3,2,2,2,0,M,7,8,0
802,BG,F,15,U,>=4,S,3.0,otros,sanidad,reputacion,padre,1,4.0,0,si,no,no,no,si,si,no,no,4.0,3,3,1,4,10,M,10,11,11
803,BG,M,15,U,>=4,J,3.5,docencia,servicios,optativas,padre,2,4.0,0,si,si,no,no,si,si,si,no,2.0,2,2,1,3,0,M,7,9,0
804,BG,F,16,U,>=4,J,3.0,docencia,servicios,cercania,madre,2,2.0,0,no,si,no,si,si,si,si,no,5.0,3,3,1,1,2,L,13,14,14
805,BG,F,17,U,>=4,J,1.0,casa,otros,optativas,padre,1,2.0,0,no,si,no,no,no,si,si,no,5.0,3,3,1,3,4,M,5,5,6
806,BG,F,19,U,>=4,J,2.0,servicios,servicios,cercania,madre,1,2.0,0,no,si,no,no,si,si,si,no,4.0,3,3,1,5,0,L,10,10,11
807,BG,F,16,U,>=4,J,1.5,otros,otros,optativas,madre,1,1.0,0,no,no,no,no,si,no,si,no,5.0,3,5,1,5,4,L,12,11,11
808,BG,F,15,U,>=4,J,3.0,servicios,casa,optativas,madre,1,3.0,0,no,si,no,si,si,si,si,si,4.0,3,3,1,5,4,L,13,14,15
809,BG,F,16,U,>=4,J,2.0,servicios,otros,optativas,madre,1,4.0,0,si,si,no,no,si,si,si,no,4.0,3,3,1,5,0,L,10,9,10
810,BG,F,15,U,<4,S,3.5,otros,otros,cercania,madre,1,2.0,0,si,no,no,si,si,si,si,si,5.0,3,2,1,1,0,L,10,11,11
811,BG,M,15,U,>=4,J,2.0,otros,otros,cercania,madre,1,1.0,0,no,si,no,no,si,si,si,no,4.0,2,2,1,5,8,L,11,12,12
812,BG,F,19,U,>=4,J,4.0,sanidad,otros,reputacion,otros,2,2.0,0,no,si,no,si,si,si,si,no,2.0,3,4,2,2,2,L,14,13,13
813,BG,M,15,U,>=4,S,2.0,otros,otros,cercania,otros,1,3.0,0,no,si,no,no,si,si,si,si,4.0,5,2,1,3,0,M,14,16,16
814,BG,M,17,R,>=4,J,1.5,otros,otros,optativas,madre,1,1.0,0,no,no,no,no,no,si,si,no,4.0,4,2,3,5,0,L,12,12,13
815,IC,F,18,R,<4,J,4.0,otros,otros,reputacion,madre,2,3.0,0,no,no,no,no,si,si,si,no,5.0,4,4,1,1,0,M,19,18,19
816,BG,M,17,U,>=4,J,2.0,otros,otros,cercania,padre,2,1.0,0,no,no,no,no,si,no,si,no,4.0,4,4,2,4,8,L,8,8,9
817,IC,F,17,U,>=4,J,3.0,docencia,otros,optativas,padre,2,4.0,0,no,no,no,no,si,si,si,si,4.0,2,3,2,5,0,L,18,18,18
818,IC,F,19,R,>=4,J,2.5,servicios,otros,optativas,madre,1,3.0,1,no,no,no,si,no,si,si,no,5.0,4,2,1,5,0,M,7,5,0
819,BG,M,18,U,<4,J,1.0,otros,otros,optativas,madre,1,1.0,2,no,no,no,no,si,no,si,si,2.0,3,5,3,4,0,L,11,9,0
820,IC,F,17,R,>=4,J,2.5,casa,otros,optativas,madre,2,2.0,0,no,si,no,no,si,si,si,no,4.0,3,5,1,4,0,L,11,10,11
821,IC,M,18,R,<4,J,1.0,casa,otros,otros,madre,2,2.0,1,no,no,no,si,no,no,no,no,4.0,4,3,2,5,2,M,13,12,12
822,BG,M,15,U,>=4,J,3.5,servicios,servicios,cercania,padre,1,1.0,0,si,no,no,no,si,si,si,no,5.0,5,5,3,5,0,M,13,13,12
823,BG,M,15,U,<4,J,3.5,sanidad,servicios,optativas,padre,1,1.0,0,no,si,no,si,si,si,si,no,4.0,3,3,2,5,0,L,12,13,12
824,BG,F,16,U,<4,J,2.0,otros,casa,optativas,padre,2,2.0,1,si,no,no,si,si,si,si,no,4.0,3,3,2,5,14,M,10,10,9
825,BG,M,15,U,>=4,J,2.0,docencia,otros,optativas,madre,2,4.0,0,no,no,no,si,si,si,si,no,3.0,4,3,1,1,8,M,11,11,10
826,IC,M,17,R,>=4,J,1.5,otros,otros,otros,madre,3,1.0,0,no,no,no,si,si,no,no,si,5.0,5,5,5,3,8,L,8,10,9
827,BG,F,17,U,<4,S,3.0,docencia,otros,optativas,madre,1,2.0,0,no,si,no,si,si,si,no,no,4.0,3,2,1,4,4,L,15,14,14
828,IC,F,18,U,>=4,J,2.0,otros,otros,optativas,madre,2,2.0,0,no,si,no,no,no,si,si,si,1.0,3,1,1,2,4,L,8,8,10
829,BG,M,15,U,<4,J,4.0,docencia,otros,cercania,otros,1,1.0,0,no,si,no,no,no,si,si,si,5.0,4,3,3,5,8,M,12,12,12
830,IC,F,19,U,>=4,J,2.0,casa,servicios,optativas,otros,1,1.0,1,no,no,no,no,si,no,si,si,4.0,4,4,1,2,0,L,9,9,10
831,IC,F,18,U,<4,J,1.0,casa,servicios,optativas,padre,2,3.0,0,no,no,no,no,si,si,si,no,5.0,3,2,1,4,0,L,19,17,18
832,IC,F,15,R,>=4,J,3.0,servicios,otros,reputacion,madre,1,2.0,0,no,si,no,no,si,si,si,si,4.0,5,4,1,1,4,L,13,12,12
833,BG,F,17,U,>=4,J,2.5,servicios,otros,reputacion,madre,1,2.0,0,no,si,no,si,si,si,si,no,4.0,3,5,3,4,4,L,12,16,16
834,BG,F,18,U,>=4,J,2.0,casa,servicios,cercania,madre,1,3.0,0,no,si,si,si,si,si,si,si,4.0,3,3,1,3,0,M,9,10,0
